cancel	2	It Isn't the Mane Thing About You.txt	The Washouts.txt	
reminders	2	Amending Fences.txt	Castle Sweet Castle.txt	
dress	5	Made in Manehattan.txt	Secret of My Excess.txt	Maud Pie.txt	Simple Ways.txt	Celestial Advice.txt	
snail	1	Pinkie Apple Pie.txt	
succeeds	1	Crusaders of the Lost Mark.txt	
harbor	2	A Rockhoof and a Hard Place.txt	The Hooffields and McColts.txt	
rustling	6	Marks for Effort.txt	To Where and Back Again - Part 1.txt	The Perfect Pear.txt	Celestial Advice.txt	Princess Spike.txt	Student Counsel.txt	
hosted	1	Brotherhooves Social.txt	
lightest	1	Uncommon Bond.txt	
healing	1	Three's A Crowd.txt	
"cadance	1	The Beginning of the End - Part 1.txt	
welcoming	3	A Rockhoof and a Hard Place.txt	The Cutie Map - Part 2.txt	Castle Sweet Castle.txt	
create	9	Do Princesses Dream of Magic Sheep?.txt	Stranger Than Fan Fiction.txt	Dragonshy.txt	Winter Wrap Up.txt	Newbie Dash.txt	Power Ponies.txt	The Crystal Empire - Part 1.txt	The Times They Are A Changeling.txt	Princess Spike.txt	
criminal	1	MMMystery on the Friendship Express.txt	
it-it-it	1	A Dog and Pony Show.txt	
curious	4	Hearth's Warming Eve.txt	The Lost Treasure of Griffonstone.txt	The Cutie Map - Part 1.txt	The Crystal Empire - Part 2.txt	
uncles'	1	The Hearth's Warming Club.txt	
scam"	1	Friendship University.txt	
old-time	3	The Cart Before the Ponies.txt	Stranger Than Fan Fiction.txt	Once Upon a Zeppelin.txt	
"jim	1	The Mysterious Mare Do Well.txt	
purpose	2	Marks for Effort.txt	Amending Fences.txt	
regret	1	Gauntlet of Fire.txt	
challenges	2	Gauntlet of Fire.txt	Three's A Crowd.txt	
a-twitch	1	Feeling Pinkie Keen.txt	
bum-ba-da	1	Filli Vanilli.txt	
snake	2	Boast Busters.txt	Secret of My Excess.txt	
scale	1	Molt Down.txt	
candles	3	Griffon the Brush Off.txt	It Isn't the Mane Thing About You.txt	The Perfect Pear.txt	
healin'	1	A Rockhoof and a Hard Place.txt	
"renew	1	The Crystal Empire - Part 1.txt	
git	1	Winter Wrap Up.txt	
challenged	1	Celestial Advice.txt	
station	3	Maud Pie.txt	Rarity Takes Manehattan.txt	Student Counsel.txt	
day–	1	Apple Family Reunion.txt	
disappointing	2	Keep Calm and Flutter On.txt	The Beginning of the End - Part 1.txt	
scaly	2	A Dog and Pony Show.txt	Secret of My Excess.txt	
shimmer	1	My Little Pony Equestria Girls: Movie Magic.txt	
earning	1	Keep Calm and Flutter On.txt	
hah—whooooa	1	Newbie Dash.txt	
factory	3	Power Ponies.txt	Growing Up is Hard to Do.txt	Once Upon a Zeppelin.txt	
follow	1	My Little Pony Equestria Girls: Movie Magic.txt	
intent	1	Twilight's Kingdom - Part 1.txt	
astute	2	Brotherhooves Social.txt	Student Counsel.txt	
ounce	2	To Where and Back Again - Part 2.txt	Simple Ways.txt	
milkmaid	1	It Isn't the Mane Thing About You.txt	
intend	2	The Cutie Map - Part 1.txt	Dragon Dropped.txt	
i-i	1	Student Counsel.txt	
recognized	4	Friendship University.txt	Newbie Dash.txt	The Cutie Re-Mark - Part 2.txt	A Friend in Deed.txt	
unfurled	1	Twilight's Kingdom - Part 1.txt	
i-s	1	Feeling Pinkie Keen.txt	
hard-earned	1	Once Upon a Zeppelin.txt	
i-t	1	Feeling Pinkie Keen.txt	
hiccup	1	Griffon the Brush Off.txt	
rescuers	1	To Where and Back Again - Part 2.txt	
he'll	10	The Break Up Break Down.txt	Party of One.txt	Pinkie Pride.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	To Where and Back Again - Part 2.txt	Tanks for the Memories.txt	Feeling Pinkie Keen.txt	The Times They Are A Changeling.txt	Secret of My Excess.txt	Spike at Your Service.txt	
rehearsal	2	Made in Manehattan.txt	The Last Problem.txt	
munching	3	Princess Twilight Sparkle - Part 2.txt	The Hearth's Warming Club.txt	Marks for Effort.txt	
together—	1	The Saddle Row Review.txt	
silliness	2	Winter Wrap Up.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	
invisibility	1	It's About Time.txt	
frills	1	Friendship University.txt	
hohoh	1	Secret of My Excess.txt	
sights	1	Uncommon Bond.txt	
rejecting	1	Sweet and Elite.txt	
(school	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
waah	2	Griffon the Brush Off.txt	A Dog and Pony Show.txt	
tiiight	1	A Dog and Pony Show.txt	
anybody	1	My Little Pony Equestria Girls: Movie Magic.txt	
misery	2	Campfire Tales.txt	The Cutie Map - Part 1.txt	
mastery	1	MMMystery on the Friendship Express.txt	
"joe	1	Princess Spike.txt	
puppy-wuppy	1	Forever Filly.txt	
mundane	1	Simple Ways.txt	
waaa	1	Winter Wrap Up.txt	
strapped	1	The Washouts.txt	
flecks	1	Campfire Tales.txt	
stings	1	A Dog and Pony Show.txt	
inscriptions	1	The End in Friend.txt	
aerobatic	1	The Washouts.txt	
aaah	5	Hearth's Warming Eve.txt	Campfire Tales.txt	Griffon the Brush Off.txt	A Dog and Pony Show.txt	Uncommon Bond.txt	
oinks	2	To Where and Back Again - Part 2.txt	Spike at Your Service.txt	
they—	1	Secrets and Pies.txt	
badness	1	Power Ponies.txt	
correct	5	Friendship University.txt	Party of One.txt	Stranger Than Fan Fiction.txt	It's About Time.txt	The Crystal Empire - Part 1.txt	
reader	1	Stranger Than Fan Fiction.txt	
goo	1	The Hearth's Warming Club.txt	
got	1	Apple Family Reunion.txt	
rsvp	1	Party of One.txt	
adjectives	1	Student Counsel.txt	
juices	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
institution	1	Common Ground.txt	
dragging	6	Keep Calm and Flutter On.txt	The End in Friend.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	The Gift of the Maud Pie.txt	A Dog and Pony Show.txt	Apple Family Reunion.txt	
cannin'	1	The Cutie Re-Mark - Part 1.txt	
cross-referenced	1	The Saddle Row Review.txt	
dapper	1	MMMystery on the Friendship Express.txt	
chieftain	1	A Rockhoof and a Hard Place.txt	
i-i—	2	Common Ground.txt	It Isn't the Mane Thing About You.txt	
grossed	1	Molt Down.txt	
last-minute	2	Made in Manehattan.txt	Dragon Dropped.txt	
shipment	1	The Saddle Row Review.txt	
h-how	3	Secrets and Pies.txt	Gauntlet of Fire.txt	A Royal Problem.txt	
lace	1	Castle Sweet Castle.txt	
potions"	1	Party of One.txt	
"it's	1	Secrets and Pies.txt	
makeovers	1	Celestial Advice.txt	
bouncing	1	Secret of My Excess.txt	
lack	3	The Lost Treasure of Griffonstone.txt	It Isn't the Mane Thing About You.txt	To Where and Back Again - Part 1.txt	
toast	3	Gauntlet of Fire.txt	Sweet and Elite.txt	The Perfect Pear.txt	
ingenuity	1	It Isn't the Mane Thing About You.txt	
misjudge	1	Griffon the Brush Off.txt	
shocking	1	Bloom & Gloom.txt	
exhilarating	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
below-average	1	To Where and Back Again - Part 2.txt	
stretchy	1	Rarity Takes Manehattan.txt	
sustaining	1	Stranger Than Fan Fiction.txt	
departed	1	Dragonshy.txt	
"glad	1	Surf and or Turf.txt	
grr	1	Party of One.txt	
sprinkling	3	Uprooted.txt	The Hearth's Warming Club.txt	Applejack's "Day" Off.txt	
portrait	1	Castle Sweet Castle.txt	
o-h-h-h	1	Feeling Pinkie Keen.txt	
it-it	1	Princess Spike.txt	
cowardly	1	The Beginning of the End - Part 2.txt	
lady	2	A Dog and Pony Show.txt	Apple Family Reunion.txt	
hisses	1	Student Counsel.txt	
wade	1	The End in Friend.txt	
injustice	1	The Hooffields and McColts.txt	
considered	8	Twilight's Kingdom - Part 2.txt	Twilight's Kingdom - Part 1.txt	The Cutie Map - Part 1.txt	Bloom & Gloom.txt	The Cutie Map - Part 2.txt	Three's A Crowd.txt	Made in Manehattan.txt	Applejack's "Day" Off.txt	
twitches	2	Feeling Pinkie Keen.txt	The Mysterious Mare Do Well.txt	
delivered	1	The Saddle Row Review.txt	
ponies-of-interest	1	Secrets and Pies.txt	
flashes	3	Friendship University.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	The Gift of the Maud Pie.txt	
heaves	1	Castle Sweet Castle.txt	
"stardom"	1	Made in Manehattan.txt	
roadside	1	Uprooted.txt	
"congrats	1	Celestial Advice.txt	
taffeta	1	Secret of My Excess.txt	
worryin'	2	Bloom & Gloom.txt	Made in Manehattan.txt	
understand	1	Student Counsel.txt	
jangling	3	Pinkie Pride.txt	The Crystal Empire - Part 1.txt	A Friend in Deed.txt	
heaven	2	Hearth's Warming Eve.txt	Filli Vanilli.txt	
hoof-hoofs	1	The End in Friend.txt	
unhappy	2	A Royal Problem.txt	Princess Spike.txt	
million	7	It's About Time.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	The Cutie Map - Part 1.txt	Power Ponies.txt	Spike at Your Service.txt	The Saddle Row Review.txt	The Washouts.txt	
analyze	1	Secrets and Pies.txt	
guh	4	The Crystal Empire - Part 1.txt	Boast Busters.txt	The Perfect Pear.txt	Apple Family Reunion.txt	
preciousss	1	A Dog and Pony Show.txt	
gum	1	Marks for Effort.txt	
renovation	1	Party of One.txt	
wait	1	Apple Family Reunion.txt	
hundred	1	Apple Family Reunion.txt	
gus	1	Rarity Takes Manehattan.txt	
queen	1	Celestial Advice.txt	
gut	1	A Royal Problem.txt	
magnificent	4	The Crystal Empire - Part 1.txt	Secret of My Excess.txt	Simple Ways.txt	Rarity Takes Manehattan.txt	
guy	1	My Little Pony Equestria Girls: Movie Magic.txt	
uhhhh	4	Friendship University.txt	It's About Time.txt	Newbie Dash.txt	Rarity Takes Manehattan.txt	
native	1	It Ain't Easy Being Breezies.txt	
kaboom	4	The Hooffields and McColts.txt	To Where and Back Again - Part 2.txt	Tanks for the Memories.txt	The Washouts.txt	
wail	1	Simple Ways.txt	
smelling	1	Feeling Pinkie Keen.txt	
coolest	7	The Lost Treasure of Griffonstone.txt	Stranger Than Fan Fiction.txt	Newbie Dash.txt	Marks for Effort.txt	Maud Pie.txt	The Saddle Row Review.txt	The Washouts.txt	
homemade	1	Three's A Crowd.txt	
gonna	1	Apple Family Reunion.txt	
worrying	3	It's About Time.txt	Bloom & Gloom.txt	Maud Pie.txt	
go-o-o-o	1	Friendship University.txt	
lair	2	Campfire Tales.txt	My Little Pony Equestria Girls: Movie Magic.txt	
teleportation–	1	Twilight's Kingdom - Part 2.txt	
messenger	1	Princess Twilight Sparkle - Part 1.txt	
abominations	1	Secrets and Pies.txt	
inferno	1	A Rockhoof and a Hard Place.txt	
chronicle	1	Celestial Advice.txt	
notoriously	1	Gauntlet of Fire.txt	
tonight	1	Filli Vanilli.txt	
measuring	1	Castle Sweet Castle.txt	
"let's	1	The Hooffields and McColts.txt	
replica	1	The Cart Before the Ponies.txt	
almost	2	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
aeroplane	1	Apple Family Reunion.txt	
defenseless	3	Keep Calm and Flutter On.txt	A Dog and Pony Show.txt	The Beginning of the End - Part 2.txt	
wake	1	Princess Spike.txt	
earlier	11	The Cart Before the Ponies.txt	Party of One.txt	Hearth's Warming Eve.txt	The One Where Pinkie Pie Knows.txt	The Cutie Re-Mark - Part 1.txt	Three's A Crowd.txt	Boast Busters.txt	A Dog and Pony Show.txt	To Where and Back Again - Part 1.txt	Applejack's "Day" Off.txt	My Little Pony Equestria Girls: Movie Magic.txt	
whipping	2	Power Ponies.txt	The Perfect Pear.txt	
charity	1	Made in Manehattan.txt	
sneak	1	My Little Pony Equestria Girls: Movie Magic.txt	
counting	1	Castle Sweet Castle.txt	
creepytown	1	Party of One.txt	
swat	1	Celestial Advice.txt	
nuisance"	1	Keep Calm and Flutter On.txt	
swap	1	The Gift of the Maud Pie.txt	
dispense	1	Simple Ways.txt	
swan	1	Sweet and Elite.txt	
"thornhoof's	1	It's About Time.txt	
reconcile	1	Dragon Dropped.txt	
ethic	1	Simple Ways.txt	
gym	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
lake	2	Pinkie Pride.txt	Winter Wrap Up.txt	
ether	1	The Beginning of the End - Part 1.txt	
bearded	1	Three's A Crowd.txt	
blinks	1	The Lost Treasure of Griffonstone.txt	
green-eyed	1	Dragon Dropped.txt	
accidentally	2	It Isn't the Mane Thing About You.txt	Twilight Time.txt	
equestria	2	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
catastrophe	3	It's About Time.txt	Winter Wrap Up.txt	Newbie Dash.txt	
extra	3	Applejack's "Day" Off.txt	A Friend in Deed.txt	My Little Pony Equestria Girls: Movie Magic.txt	
land	1	Student Counsel.txt	
imposing	1	Uprooted.txt	
stinky	1	The Saddle Row Review.txt	
performing	6	Pinkie Pride.txt	Newbie Dash.txt	Boast Busters.txt	Made in Manehattan.txt	The Mysterious Mare Do Well.txt	Filli Vanilli.txt	
foremost	1	The Break Up Break Down.txt	
lamp	1	The Gift of the Maud Pie.txt	
apologies	4	A Rockhoof and a Hard Place.txt	Dragonshy.txt	Made in Manehattan.txt	A Royal Problem.txt	
"iron	1	Once Upon a Zeppelin.txt	
wall	3	The Crystal Empire - Part 2.txt	A Royal Problem.txt	Amending Fences.txt	
walk	4	Made in Manehattan.txt	Castle Sweet Castle.txt	The Saddle Row Review.txt	Applejack's "Day" Off.txt	
lame	4	Griffon the Brush Off.txt	The Mysterious Mare Do Well.txt	The Saddle Row Review.txt	The Washouts.txt	
refusing	1	Winter Wrap Up.txt	
volleyballs	1	Party of One.txt	
'bout—	1	Feeling Pinkie Keen.txt	
laps	1	Top Bolt.txt	
unidentified	1	Boast Busters.txt	
nuh-uh	2	Maud Pie.txt	A Friend in Deed.txt	
discussion	1	The Hooffields and McColts.txt	
acorn	1	It Ain't Easy Being Breezies.txt	
agility's	1	Common Ground.txt	
lessen	1	Molt Down.txt	
championship	1	Common Ground.txt	
oh-oh-oh	1	The Crystal Empire - Part 1.txt	
arrangements	2	Three's A Crowd.txt	It Isn't the Mane Thing About You.txt	
aaaaaaah	1	The Cutie Re-Mark - Part 2.txt	
drift	3	Hearth's Warming Eve.txt	Bloom & Gloom.txt	The Last Problem.txt	
discussing	2	To Where and Back Again - Part 2.txt	Molt Down.txt	
edited	1	Friendship University.txt	
want	1	Apple Family Reunion.txt	
uncover	1	Made in Manehattan.txt	
monstrosity	1	Secrets and Pies.txt	
weather"	1	The Washouts.txt	
coloratura	1	My Little Pony Equestria Girls: Summertime Shorts.txt	
circle	3	Hearth's Warming Eve.txt	Surf and or Turf.txt	Apple Family Reunion.txt	
sophisticated	1	Sweet and Elite.txt	
goofy	1	Celestial Advice.txt	
crops	1	The Hooffields and McColts.txt	
caballeron's	1	My Little Pony Equestria Girls: Movie Magic.txt	
colors	1	Dragon Dropped.txt	
learning's	1	Twilight Time.txt	
found	2	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
awing	1	Pinkie Pride.txt	
apples—	1	Simple Ways.txt	
beating	5	The Break Up Break Down.txt	Crusaders of the Lost Mark.txt	Common Ground.txt	My Little Pony Equestria Girls: Summertime Shorts.txt	The Perfect Pear.txt	
was"	1	The Saddle Row Review.txt	
winter)	1	Winter Wrap Up.txt	
powerless	1	Hearth's Warming Eve.txt	
crazy-good	1	Top Bolt.txt	
a'fore	1	Pinkie Apple Pie.txt	
unicorn	1	Uncommon Bond.txt	
meet—	1	Amending Fences.txt	
skybound	1	The Lost Treasure of Griffonstone.txt	
goods	3	MMMystery on the Friendship Express.txt	The Lost Treasure of Griffonstone.txt	It Isn't the Mane Thing About You.txt	
voting	1	Crusaders of the Lost Mark.txt	
had	1	Apple Family Reunion.txt	
anymore	1	Applejack's "Day" Off.txt	
hah-hah	1	Top Bolt.txt	
secure	2	Stranger Than Fan Fiction.txt	It's About Time.txt	
hah	1	Princess Spike.txt	
abso-tively	2	Every Little Thing She Does.txt	It Isn't the Mane Thing About You.txt	
guides	2	The End in Friend.txt	Winter Wrap Up.txt	
late	2	The Washouts.txt	Filli Vanilli.txt	
school	1	Apple Family Reunion.txt	
differing	1	The Cutie Map - Part 1.txt	
hat	2	The Saddle Row Review.txt	The Washouts.txt	
has	1	My Little Pony Equestria Girls: Movie Magic.txt	
"buzzard	1	The Hooffields and McColts.txt	
brush	1	Power Ponies.txt	
hay	4	Spike at Your Service.txt	Princess Spike.txt	Castle Sweet Castle.txt	The Saddle Row Review.txt	
unlock	4	A Rockhoof and a Hard Place.txt	Twilight's Kingdom - Part 2.txt	Stranger Than Fan Fiction.txt	My Little Pony Equestria Girls: Movie Magic.txt	
last	1	Apple Family Reunion.txt	
trapped	1	My Little Pony Equestria Girls: Movie Magic.txt	
caramel	4	Winter Wrap Up.txt	It Isn't the Mane Thing About You.txt	The Perfect Pear.txt	Applejack's "Day" Off.txt	
weighs	1	Twilight Time.txt	
lass	1	A Rockhoof and a Hard Place.txt	
wash	2	Spike at Your Service.txt	The Perfect Pear.txt	
grown-up-style	1	Growing Up is Hard to Do.txt	
weight	1	The Lost Treasure of Griffonstone.txt	
kesino	1	It Ain't Easy Being Breezies.txt	
seabreeze	1	It Ain't Easy Being Breezies.txt	
never-before-witnessed	1	Uncommon Bond.txt	
hyperventilating	1	A Royal Problem.txt	
warn	1	It's About Time.txt	
warm	2	Applejack's "Day" Off.txt	A Friend in Deed.txt	
measure	4	MMMystery on the Friendship Express.txt	The Lost Treasure of Griffonstone.txt	Three's A Crowd.txt	Brotherhooves Social.txt	
lash	1	Once Upon a Zeppelin.txt	
—foliation	1	Uncommon Bond.txt	
applel—	1	Pinkie Apple Pie.txt	
swim	2	Surf and or Turf.txt	The Mysterious Mare Do Well.txt	
prank	3	Griffon the Brush Off.txt	Princess Twilight Sparkle - Part 1.txt	Marks for Effort.txt	
impossible	9	Stranger Than Fan Fiction.txt	The Gift of the Maud Pie.txt	Griffon the Brush Off.txt	The Cutie Re-Mark - Part 1.txt	Maud Pie.txt	The Mysterious Mare Do Well.txt	The Perfect Pear.txt	Rarity Takes Manehattan.txt	Applejack's "Day" Off.txt	
smacking	1	Stranger Than Fan Fiction.txt	
brute	1	Secret of My Excess.txt	
dried	1	Once Upon a Zeppelin.txt	
updates	1	Dragon Dropped.txt	
wave	2	Twilight's Kingdom - Part 1.txt	Bloom & Gloom.txt	
yesterday	11	Princess Twilight Sparkle - Part 2.txt	The Crystal Empire - Part 1.txt	Molt Down.txt	It Isn't the Mane Thing About You.txt	Twilight Time.txt	Maud Pie.txt	The Perfect Pear.txt	Princess Spike.txt	A Friend in Deed.txt	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
weapon	3	Friendship University.txt	Secret of My Excess.txt	Amending Fences.txt	
lava	1	Celestial Advice.txt	
newbies	1	Top Bolt.txt	
junk"	1	The Washouts.txt	
ends	4	Three's A Crowd.txt	Brotherhooves Social.txt	Simple Ways.txt	Rarity Takes Manehattan.txt	
denying	1	Campfire Tales.txt	
see-through	1	Celestial Advice.txt	
feeders	1	My Little Pony Equestria Girls: Movie Magic.txt	
steady	1	Secret of My Excess.txt	
early	2	Rarity Takes Manehattan.txt	Student Counsel.txt	
disease	2	Three's A Crowd.txt	Filli Vanilli.txt	
intruder	1	To Where and Back Again - Part 2.txt	
lowering	1	The Beginning of the End - Part 2.txt	
check;	1	Winter Wrap Up.txt	
raccoons	1	The Saddle Row Review.txt	
"beautiful	1	Feeling Pinkie Keen.txt	
wager	2	The Break Up Break Down.txt	The Cutie Re-Mark - Part 2.txt	
bookworm	2	Twilight Time.txt	Maud Pie.txt	
alike	1	Common Ground.txt	
clarity	2	The Break Up Break Down.txt	Simple Ways.txt	
delightful	7	Party of One.txt	Every Little Thing She Does.txt	Princess Twilight Sparkle - Part 2.txt	Three's A Crowd.txt	Maud Pie.txt	A Friend in Deed.txt	Apple Family Reunion.txt	
observing	1	Feeling Pinkie Keen.txt	
coooool	1	Uncommon Bond.txt	
then—	5	Every Little Thing She Does.txt	The End in Friend.txt	Feeling Pinkie Keen.txt	A Royal Problem.txt	Dragon Dropped.txt	
wo-o-ah	1	Feeling Pinkie Keen.txt	
heh	2	My Little Pony Equestria Girls: Movie Magic.txt	Apple Family Reunion.txt	
rustles	1	The Perfect Pear.txt	
hem	1	The One Where Pinkie Pie Knows.txt	
lightswitches	1	A Royal Problem.txt	
squawk	1	Student Counsel.txt	
her	1	Apple Family Reunion.txt	
circus	1	The Times They Are A Changeling.txt	
hey	1	Apple Family Reunion.txt	
hehesniffs	1	Spike at Your Service.txt	
long-standing	1	The Perfect Pear.txt	
okay	1	Apple Family Reunion.txt	
having	5	Castle Sweet Castle.txt	The Saddle Row Review.txt	Applejack's "Day" Off.txt	Filli Vanilli.txt	Student Counsel.txt	
half-pint	1	The Washouts.txt	
lesson	3	Marks for Effort.txt	Simple Ways.txt	Apple Family Reunion.txt	
dawdle	1	The Last Problem.txt	
pungent	1	Molt Down.txt	
basket"	1	Common Ground.txt	
passenger	1	The Cart Before the Ponies.txt	
emerald-encrusted	1	The End in Friend.txt	
wavy	1	Surf and or Turf.txt	
lawn	4	The Break Up Break Down.txt	Crusaders of the Lost Mark.txt	Made in Manehattan.txt	The Mysterious Mare Do Well.txt	
mom's	2	Surf and or Turf.txt	Once Upon a Zeppelin.txt	
doubled	1	Every Little Thing She Does.txt	
somethin's	1	Made in Manehattan.txt	
votin'	1	Crusaders of the Lost Mark.txt	
mailing	1	Dragon Dropped.txt	
smart	8	Gauntlet of Fire.txt	Stranger Than Fan Fiction.txt	Sweet and Elite.txt	Griffon the Brush Off.txt	Brotherhooves Social.txt	Surf and or Turf.txt	Maud Pie.txt	Student Counsel.txt	
vowed	2	Campfire Tales.txt	Pinkie Pride.txt	
buckball's	1	Common Ground.txt	
ways	5	Simple Ways.txt	Rarity Takes Manehattan.txt	Applejack's "Day" Off.txt	The Washouts.txt	A Friend in Deed.txt	
time's	1	Secrets and Pies.txt	
"there's	1	Celestial Advice.txt	
smash	2	The Hearth's Warming Club.txt	Spike at Your Service.txt	
confusing	2	Growing Up is Hard to Do.txt	Surf and or Turf.txt	
heeeeeelp	2	The Lost Treasure of Griffonstone.txt	Power Ponies.txt	
heart-wrenching	1	Tanks for the Memories.txt	
chai	1	The Break Up Break Down.txt	
hyper-hoof	1	The One Where Pinkie Pie Knows.txt	
consistent	1	Uncommon Bond.txt	
reverse	2	The End in Friend.txt	Marks for Effort.txt	
visit"	1	Three's A Crowd.txt	
